cantidad de estrellas,Comentarios
4,"Playa de tamaño pequeña a mediana con área de restaurante con mesas a orilla de playa, para que te dejen tienes que consumir, como en todas las playas, el agua cristalina y muy tranquila, en si está muy bonita la playa como muchas de Huatulco"
5,"Es un lugar tranquilo, si es apta para niños, es una playa chica, el mar algunas veces está un poco fuerte y otras veces parece alberca, se pueden ver peces nadando entre las piedras, la arena me gusta porque no es muy fina y es fácil quitartela del cuerpo, hay un restaurante pequeño y camastros de un hotel, hay estacionamiento y ahí rentan baño y regadera, si recomiendo la playa."
5,Quizás nuestra playa favorita de la zona porque es bonita y pequeña y no tan loca como pueden ser las otras playas.
5,"playa super super tranquila para relajarse, fácil acceso, puedes disfrutar de la manera mas tranquila tu estancia."
5,"Playa agradable, no hay muchos servicios, se recomienda llevar hileras y botana"
4,Muy tranquila la playa y limpia. Poco oleaje lo cual es bueno para nadar y comida a precios accesibles
5,"Una playa muy tranquila, el paisaje es hermoso. Normalmente el oleaje es tranquilo para meterte a nadar. Sin duda un lugar que tienen que visitar."
4,"Playa Arrocito me gustó pero la arena es muy gruesa y está llena de piedras, el mar es muy tranquilo para estar ahí, muy bonito, recomiendo llevar sandalias cerradas para que no se te entierren todas las piedras a la hora de caminar por la playa, también estaba un poco sucia por el comercio que hay ahí"
5,"Me encanta la ubicación y la playa. Odio que se cobre por las mesas. 300 peniques por las mesas frente a la playa y 170 peniques por las mesas secundarias, a menos que cada persona pida al menos una bebida y un plato principal. ¡Solo en la playa de la zona hay esto! Teníamos una mesa de 7 personas. Seis tomaron bebidas y platos principales, y uno solo tomó una bebida, ¡y nos cobraron 170 peniques más incluso después de una discusión tranquila pero larga! 😯 👿 ¡Ten cuidado!"
5,"Excelente lugar para descansar y snorkelear, limpio, comida rica a buen precio. Baños y regaderas cercanas a la playa. Incluso en temporada alta hay bastante espacio para todos."
5,"Una playa muy tranquila, el agua está tibia, aunque la arena no es del todo buena."
3,"Era mi playa favorita de Huatulco desde que no había restaurantes y palapas, su bahía es muy bonita y de un oleaje tranquilo. Tristemente he visto transformar mucho el lugar, actualmente te cobran por usar las mesas, estas tienen un costo de 300 pesos por mesa y adicional la comida que consumas. Se me hizo excesivo considerando que antes la única condición era consumir algo en el restaurante. Así que asistir y querer comer algo implica un gasto fuerte por la renta de la mesa. La opción más viable y por lo que ví que optan muchas familias es la de llevar una carpa o sombrilla y asentarse a la orilla de playa y de ahí consumir sus propios alimentos o animarse a pedir alguno de los platillos del restaurante pero evitando la renta de la mesa"
4,"Excelente playita con vista al pacifico, muy pequeña que le da un toque de privacidad incomparable, hay una palapa donde sirven alimentos las personas que atienden son muy amables, así mismo tienes acceso a la playa desde el restaurante Ocean pero si es algo costoso"
5,"Es un lugar tranquilo, agradable para pasar en familia, amigos o pareja la gente que atiende muy amable, muy servicial y la playa muy linda muy limpia Recomiendo que lleves zapatos de agua ya que tiene muchas conchas trituradas Fotos perfectas si llegas al rededor de 9 a 10 😌 no olvides tu snorkel 🤿…"
5,"Hermoso lugar, solo que debes consumir alimentos porque de lo contrario, te cobran tu estadía en la mesa. Todos reciben tarjeta de crédito. Sirven rápido, con verduras al vapor."
1,Es una playa tranquila para los niños por eso la frecuentamos lastima que cada vez hay más abuso por parte de las cooperativas que dan servicio en los restaurantes. Además de que se apropian de las playas te cobran una renta de 300 por ocupar sus mesas. Me parece un robo ellos viven del turismo y lo están ahuyentando. OJO SECRETARIA DE TURISMO.
5,Playa pequeñita de gran ambiente y cerca de lugar donde nos hospedamos.
4,"Una bonita playa semi-oculta con un restaurante frente al mar donde se puede comer, beber y observar a la gente. Está en una cala, así que el agua no está nada agitada. Como en la mayoría de las playas públicas, hay un cargo por los baños…"
5,"Esta playa se caracteriza por su arena gruesa, que sí suele molestar un poco al pisarla descalzo. Tiene un oleaje un poco más fuerte que en La Entrega, pero este lugar tiene un ambiente muy tranquilo y poco concurrido."
4,"EXCELENTE LUGAR sobre todo si eres de los que te gusta llegar en familia o con amigos puedes cubrirte del sol en los arbustos, extender tu toalla, llevar tu hielera y disfrutar de la playita. ( o bien al consumir en el local te dan tu mesita, silla con paraguas) . Buen lugar para que los niños andén nadando. De Chedraui está a unos 10minutos en carro particular."
5,"La playa es pequeña pero muy bonita , el oleaje en lo personal se me hizo algo fuerte , es bandera amarilla. Fuimos temprano y la playa está casi sola :)"
5,"Increible lugar para visitar, excelente comida y muy buen trato de las personas que atienden, el agua del mar es cristalina y muy tranquilo el oleaje, casi una alberca natural, hasta se puede hacer snorkel, un pedazo arrancado del cielo ; )"
3,Bonita la playa..pésimo los servicios y restaurantes ..
4,"El arena sí parece arroz, es gruesa y lastima. Mejor ir con tennis"
5,"Una pequeña playita de algunos 75 metros de ancho pero con una agua muy limpia y cristalina, el oleaje muy tranquilo especial para la familia entera y los niños, poca gente en temporada baja, te rentan mesa y sombrilla por 200, o bien si consumes está incluida, si no deseas rentar puedes estar en cada extremo de la playa, hay rocas donde puedes resguardar tus pertenencias, es muy seguro."
5,"Playa pequeña muy bonita, puedes ir a nadar temprano y habrá muy poca gente o nada, 1 restaurante buena atención"
4,"La playa es pequeña, en época turística (semana santa, verano r invierno) es agradable más en la mañana antes de las 10 horas y por las tardes después de las 18 horas, porque a lo largo de la mañana y media tarde, llegan muchas personas en grandes autobuses turísticos. Se llama playa arrocito porque la arena es como arroz, es decir, no es muy agradable al tacto, sino más bien gruesa y debido a que se trata de una muy pequeña bahía, abundan restos de corales y ricas pequeñas. La playa es compartida por el público en general y los ocupantes de casas y departamentos de la zona. El Residencial Cosmo (departentos) tiene su propia entrada privada. En la playa hay vendedores que te ofrecen alimentos, mesas y sombrillas. A mí parecer, eso genera una no muy buena imagen, aunque habrá gente que ello le resulte atractivo al encontrar oferta de comida y bebida a precios acequibles."
5,"Es una playa muy pequeña, no hay muchos servicios, si hay palapas, alimentos y bebidas, el mar hermoso, a pesar de que hubo mar de fondo se pudo disfrutar."
5,"El lugar está increíble, una playa pequeñita, sin mucha gente el agua del mar deliciosa y clara. Nos toco mar de fondo, pero aún así pudimos meternos con la debida precaución."
4,"Linda playa, no es de tamaño chica por lo que rapidamente puede llenarse. Para llegar hay que hacerlo en auto o taxi. Para el regreso hay un pequeño sitio de taxis."
1,"La Playa muy bonita aunque es muy chiquita, lo malo el restaurante que cobra hasta por respirar cerca y la Srita que trabaja ahí prepotente y grosera, lástima recordar ese restaurante por la mala atención de la chica, comida regular!!"
5,"Un lugar muy limpio y bonito, ideal para los más peques de la casa, hay uno cocos deliciosos."
5,una de las playas más bonitas en Bahías de Huatulco. Es relativamente pequeña con arena de tono dorado y agua transparente. Es de poco oleaje y es ideal para nadar o disfrutar con familia. Hay algunos puestos de comidas en la playa. La playa está en una zona de fraccionamientos de gran nivel; cuenta con estacionamiento cómodo.
5,"Es una playa muy bonita, el mar es tranquilo. También cuenta con palapas con un excelente servicio de comida rica y abundante acorde al precio."
5,"Excelente 🏖️ playa con un playa muy bonito el mar aquí es increíble, lo único que no me gusta que hay muchos vendedores ambulantes por todo lo demas muy bonito…"
3,"Cuenta con servicios y estacionamiento pero hay mucha gente, recomendada para ir fuera del periodo de vacaciones"
5,El acceso a la playa es super fácil si vas en temporada baja. No hay más que unas mesitas y un pequeño restaurante que no daba mucha confianza. Lo mejor es ir preparado con algunas bebidas y algunos aperitivos. Eso sí no olviden recoger su basura. Siempre está muy limpia y la arena super suavecita.
5,"Un lugar muy agradable , la playa esta muy bonita y tranquila, esta muy limpia, vende de comer, los precios están bien , en la entrada hay regaderas y bañados públicos"
3,"Playa muy pequeña, se recomienda llevar bebidas y snacks ya que los locales rentan en $200 una mesa con sombrilla"
4,"Muy bonita playa, pequeña y limpia, precios de las comidas relativamente acordes al sabor y cantidad. Pregunten bien por precios que no aparecen en las cartas para no llevarse ""sorpresas""."
3,"Está muy tranquilo el oleaje, es pequeña como de 2 cuadras y muy poca gente por lo que no está tan bien cuidada"
5,"Muy linda para niños pequeños y snorquear, la comida es buena y accesible en precio"
5,Pequeña y como todas las playas de Huatulco limpia y muy preciosa el servicio de lancha a buen costo el colectivo $200 x persona y 1200 por 4 o 5 familia dura 2horas 30 minutos
5,"Playa pequeña pero bonita, lugar muy agradable para relajarte pues el mar es muy tranquilo"
5,"¡Hermosa alberca natural, limpia, segura, todos muy amables! El oleaje apto para chicos y grandes. Muy recomendable"
5,"Me gusta mucho sacar fotografías y esa playa es de ensueño, y haber nadado hasta la islita que se forma fué maravilloso."
3,"La playa es bonita como todas las de Huatulco pero los precios de los alimentos muy altos, como de restaurante caro"
5,"Me encanta este lugar. Si no quieres consumir en el lugar. Te rentan las sombrillas. 300 pesos. O 200, si quieres negociar."
5,Es una hermosa playa tranquila y con poco oleaje.
5,"Playa poco concurrida, arena medio gruesa tipo arroz, de ahí el nombre, con arrecife de coral del lado izquierdo, un sólo restaurante con precios modicos"
4,"Me encanta esta playa, pero lamentablemente el restaurante tiene el monopolio de la niebla y cobran 250 pesos por una mesa en primera fila. Así que les recomiendo traer sus propias sillas y sombrilla."
5,Un lugar muy agradable para visitar en familia muy tranquilo en oleaje
2,"Es una playa a la cuál puedes llegar fácilmente desde Crucesita, relativamente tranquila; desafortunadamente los dueños de las mesas y sombrillas,prácticamente se han adueñado de la mayor parte de la playa y te ves obligado a rentarles una mesa con sombrilla en un precio elevado ($300.00) aunado a qué los precios de los alimentos también son más costosos que en otras playas."
