cantidad de estrellas,Comentarios
5,"Excelente comida, servicio y costo. La vdd es el restaurante que mas vale en el complejo del hotel. El personal muy agradable bien informado de su menú y orientan en recomendaciones. Gran esfuerzo y resultado. Gracias !!"
5,"Una experiencia increíble. Comí un par de aperitivos vegetarianos, una tarta de queso muy original y un par de copas de vino mexicano, y lo disfruté muchísimo. Quizás vuelva el martes. Claudia, la camarera, fue profesional y muy atenta."
1,"La comida es rica, pero me cobraron más de lo que pedí, un vaso simple de agua natural en 55 pesos, y pusieron Agus minerales demás. En total me cobraron 200 pesos más. Lástima, podría ser un buen restaurante, pero esas acciones abusivas le quitan todo"
5,"Todo excelente. Un excelente filete Wellington. Excelente relación calidad-precio. Servicio excepcional. Restaurante profesional Otto en el complejo de playa del hotel Quinta Bella Restaurant. Como dice mi esposa, ¡increíble!"
5,"La comida está muy rica, pero el servicio fue malísimo, esperamos más de 40 minutos por nuestros alimentos. El personal no nos daba razón del retraso."
5,"La mejor experiencia gastronómica que he tenido. Excelentes bebidas, incluso mejor comida. El tuétano fue lo mejor. Alex fue un anfitrión fantástico e hizo que toda la experiencia fuera épica."
5,"Una comida realmente sensacional, especialmente buena para vegetarianos: las costillas de maíz y la coliflor asada estaban deliciosas. Nuestro camarero fue muy atento y servicial, y además muy amable, lo cual siempre se agradece. Mi madre también disfrutó de un pargo rojo exquisito. Excelente relación calidad-precio."
4,"Buena comida, menú muy original. Atención excelente. Si van tienen que pedir el cheesecake vasco! Es una delicia, muy diferente al cheesecake tradicional, vale 100% la pena"
3,"Este restaurante ofrece un refinado concepto franco-mexicano, con hermosas vistas al mar y un agradable ambiente interior. Muchos de los ingredientes son frescos, lo cual se agradece, pero recomiendo a los visitantes de ciudades como la Ciudad de México, Monterrey o Estados Unidos que tengan cuidado con ciertos platos del menú. En particular, tuve una experiencia preocupante con la hamburguesa con queso y las papas fritas. El plato se sirve principalmente al punto, lo que considero una práctica microbiológica de alto riesgo. La pedí específicamente bien hecha, consciente de los graves riesgos de infecciones bacterianas, como E. coli O157:H7 y Salmonella, que puede suponer la carne molida poco cocida. Estas infecciones pueden ser mortales, incluso para los residentes locales. Dicho esto, el sabor era bueno; el pan de la hamburguesa, en particular, estaba excelente. Sin embargo, debido a la preocupación por la seguridad alimentaria, esta es la razón principal de mi calificación."
4,"Buen restaurante. Dentro de un hotel con todo incluido. Estuve en otro hotel, así que también se puede reservar desde fuera. También tienen zona exterior. Está más cerca de la piscina. Se requiere reserva los fines de semana. El ambiente es agradable. El personal habla inglés, está encantado de explicarte y dispuesto a hacer cambios si tienes alguna petición. Buenos cócteles/mocktails Comida fusión: mexicana/europea (comida deliciosa) Porciones decentes. Ambiente agradable a partir de las 20:00. La gente suele reservarlo para ocasiones especiales. No todo lo que hay en el menú está disponible para pedir. (Born marrow). Así que asegúrate de ir a comerlo, ya que lo indica el menú. Fui dos veces solo por Born marrow, pero me decepcionó. Nos dieron una alternativa que rechazamos amablemente. No les importó. No pidas ningún postre con influencia europea, especialmente si eres de Europa. Puede que no te guste, ya que tienen un enfoque muy diferente. Etc. Cream brulé/Morang y fresa. Volveré para comer y disfrutar de los cócteles. ¡El personal es genial!"
1,"Preferiría dejar cero estrellas. Mi cena llegó con los entrantes. Las otras tres cenas llegaron una hora después. Mi cena estaba fría y pastosa. Pedí un filete Wellington y una hamburguesa poco hecha. Ambos estaban muy bien hechos. Al parecer, el pescado estaba bueno. Nunca nos llegó la segunda botella de vino que pedimos, pero nos la cobraron. Tuvimos que discutir para que nos arreglaran la cuenta. Tercer año que vamos a Otto, nunca más. Comida y servicio horribles."
5,"El pan para iniciar esta de 10, ordene un Huachinango Zarandeado y estaba súper delicioso con ese toque de Chef, el Aguachile que ordenamos de entrada estaba exelente."
5,"Toda la comida estuvo admirable, buenos sabores, buenas porciones y buena presentación. A mi me fascinó el cheesecake vasco 🫶 una deliciaaaaaaa. Hay opciones para vegetarianos. Los meseros dan un servicio atento y son amables. Creo lo único random es que si estás en la terraza, ves a todas las personas de la playa darse una ducha en la regadera porque está sobre el paso jaja."
5,"Cenamos aquí por primera vez y nos encantó, así que también cenamos aquí por última vez. Excelente servicio y la comida increíble. ¡No te pierdas las costillas de maíz! El pan, las papas fritas y las salsas de cortesía estaban riquísimas. El filete Wellington y el pollo ahumado estaban exquisitos. Nos encantó este lugar y a muchos también. ¡Reserva tu mesa al aire libre con anticipación!"
3,"Este es un lugar realmente agradable. Excelente ambiente. Personal profesional y eficiente. El pastel de carne estaba excelente 👍, la masa hojaldrada y mantecosa. Sin embargo, era un poco pequeño. El sabor de la porchetta era excepcional. Sin embargo, estaba lleno de grasa. Si le quitaran la grasa, sin duda le daría cinco estrellas. ¡Eso con el sabor de las judías y el repollo fue el bocado perfecto! El tamaño de la porción era pequeño. Pero en general, recomendaría este lugar siempre y cuando no seas de comer mucho."
5,"Teníamos pocas expectativas, ya que nuestras últimas tres comidas en Huatulco nos habían decepcionado, pero nos fuimos de Otto contentos e impresionados. Pedimos las costillitas de maíz, el tuétano y las hamburguesas con papas fritas con trufa. Todo estaba delicioso y cocinado a la perfección. No sé cómo lo logran, pero las papas fritas... ¡GUAU! Gruesas y súper crujientes, una combinación poco común. Y el servicio... tan impecable como la comida. Tuvimos tres meseros y todos conocían bien el menú, estuvieron atentos a nuestras alergias y fueron rápidos. Sin duda, volveremos."
1,"Definitivamente la atención al cliente es primordial para una buena noche si de pasarla bien se trata. Dejó mucho que desear la chica mesera del restaurante que en definitiva desde que llegamos se portó déspota y no soy de dejar comentarios púbicos al contrario, creo todo malentendido es personalmente pero la chica al desear yo dejar mi opción simplemente dio la vuelta y se fue... Obvio ni ganas de dejar propina y eso debió molestarle más cuando la pidió a la hora de mi paga pero, con que ganas me deja remunerar su servicio?"
5,¡Esta es la experiencia culinaria más increíble que he tenido en México! Incluso supera algunas experiencias francesas. Prueben el pollo ahumado. El beef Wellington. La costilla asada o el filete de pimiento... todos irreales y originales.
2,"El lugar está muy bonito, tiene una excelente vista y una ambientación muy buena, pero la comida está horrible, la chees burguer tiene un exceso de cebolla caramelizada lo que le da un sabor horendo , y literal pareciera que es lo único que tiene, es un pan, una mini carne semi jugosa, un poco de queso américa y un montón de cebolla, nada más, a las papas quien sabe que les echan pero tampoco saben ricas, los meseros pasaban cada rato para ver si ya habíamos terminado, no preguntaban nada, solo pasaban veían si todavía seguíamos comiendo y se iban, a pesar de que estaba casi vacío el restaurante, la comida deja mucho que decear es cara y con mal sabor, el ambiente está bien, y el servicio regular"
3,"A manera personal, este lugar está lejos de lo que pretende ser. El poro asado estaba crudo, fibroso y a pesar de decirle al mesero, no hicieron el mínimo intento por mejorarlo. Nada que ver con la atención cálida y esmerada de los otros restaurantes dentro del complejo."
1,"La gerencia roba propinas y paga a los meseros. Si no soportas el trabajo no remunerado y que las propinas nunca lleguen a tus meseros, no apoyes este establecimiento. Solo para aclarar, cuando das propina, literalmente le estás dando propina a la gerencia, ya que los meseros no la reciben. Llevan tres semanas sin recibir propinas, lo que ha llevado a los meseros a renunciar."
1,"Pesima experiencia x que Pedí un Huachinango zarandeado y la porción era prácticamente la cabeza del pez, con muy poca carne. No lo recomiendo y no regresaría jamás. El lugar muy bonito pero la comida muy mal."
4,"Es un restaurante muy lindo visualmente, la mesera que nos atendió fue muy amable, el servicio fue rápido y personalmente todo lo que pedí me gustó mucho, pero los platillos de mi familia no fueron de su agrado. Pedí Huevos a la Boloñesa, un Smothie de Mango Naranja y no podíamos irnos sin probar el pan francés de coco 🥥 para compartir y nos gustó mucho. Recomiendo bastante el pan francés que es muy rico y yo volvería solamente para comer una orden de pan francés de coco más. No cuentan con estacionamiento, así que es un punto a tomar en cuenta cuando quieran desayunar, comer o cenar en el lugar porque es un poco difícil conseguir estacionamiento cerca. Anteriormente me habían recomendado el pastel de zanahoria 🥕 y es muy muy rico también. Ya tuve la oportunidad de probar la mayoría de sus pasteles, pero definitivamente el de zanahoria es mi favorito, es más costoso que los pasteles de la zona, pero sí vale la pen"
3,"Recibimos muchas recomendaciones para venir aquí y el lugar no estuvo a la altura de nuestras expectativas. Nada terrible. Pero nada comparado con las excelentes críticas y recomendaciones que recibe. Creo que a la gente le encanta la relación calidad-precio: comimos entrada, platos fuertes, postre y cócteles por solo $979. Toda la familia pidió una empanada (de queso y huitlacoche). El relleno estaba rico, pero la masa era bastante pastosa y gruesa. Las empanadas son bastante grandes y podríamos haber compartido una. Nuestros platos fuertes estaban tibios, no calientes. Como si hubieran estado reposando un rato antes de servirlos. Pedimos el Terra Mar. Para mi gusto, estaba un poco soso y no me gustó la salsa de queso que lo acompañaba. Las guarniciones vegetarianas estaban bien, pero también les faltaba sabor. También pedimos el Camarón Rellano. Este fue el mejor de los dos platos. La ensalada estaba refrescante. ¡El pastel de zanahoria es una porción enorme! No me lo imagino más grande (leí que otro usuario comentaba que las porciones se han vuelto más pequeñas). El pastel estaba bien y lleva pasas. La margarita tenía buen sabor, pero poco tequila. La sangría tenía mucho jugo y poco vino."
1,"Lamentablemente, mi experiencia en Terra Cotta fue humillante y totalmente inaceptable. Fuimos con la ilusión de pasar un buen rato en un grupo de 6 personas, pero desde el momento en que nos acercamos a la entrada, el trato del personal fue pésimo. Al solicitar la mesa, nos atendieron de una manera déspota y despectiva. Nos dijeron tajantemente que ""no tenían lugar"" y que tendríamos que esperar muchísimo tiempo para poder pasar. Esto fue un insulto a nuestra inteligencia, ya que claramente podíamos ver mesas vacías y disponibles en ese momento. Lo peor no fue la negativa, sino la actitud. El personal nos barrió con la mirada de arriba a abajo con un desdén increíble, haciéndonos sentir que no éramos bienvenidos. Fue evidente que el trato hostil se debió a que somos nacionales; notamos que el restaurante estaba lleno exclusivamente de extranjeros, quienes recibían una atención muy diferente. Preferimos retirarnos dignamente antes que quedarnos a que nos siguieran humillando o nos hicieran el ""favor"" de atendernos. Es una pena que en nuestro propio país existan lugares que practiquen este tipo de discriminación. No pienso volver y definitivamente no lo recomiendo a nadie que espere un trato respetuoso e igualitario. Unfortunately, my experience at Terra Cotta was humiliating and completely unacceptable. We went hoping to have a good time as a group of 6, but from the moment we approached the entrance, the staff’s treatment was awful. When we asked for a table, we were met with a despotic and derogatory attitude. They flatly told us they ""didn't have room"" and that we would have to wait a very long time to be seated. This was an insult to our intelligence, as we could clearly see empty tables available right then. The worst part wasn't just the refusal, but the attitude. The staff looked us up and down with incredible disdain, making us feel unwelcome. It was obvious that this hostile treatment was because we are locals; we noticed the restaurant was filled exclusively with foreigners who were receiving very different service. We preferred to leave with dignity rather than stay to be humiliated further or have them do us the ""favor"" of serving us. It is a shame that places practicing this type of discrimination exist in our own country. I do not plan to return, and I definitely do not recommend this place to anyone expecting respectful and equal treatment."
5,"Comimos en Terracota dos veces durante nuestra estadía en Huatulco. Las dos principales razones para regresar fueron Laura, con su excelente servicio, y la comida. Pedimos el pescado al coco, ensaladas y sopas y quedamos encantados Cuando regresemos a Huatulco, definitivamente regresaremos a Terracota-Cotta"
1,"El señor que recibe a las personas es super grosero y nada cortes. Comida 0/10 Latte no sabia a café, y en general el desayuno feo. Recordamos que antes era muy bueno pero hoy de plano estuvo horrible. No volveríamos a ir."
5,"Excelente lugar para desayunar, también cuentan con comida y cena. Platillos muy bien servidos, el precio es bueno para la calidad del servicio (me salió más caro comer en otro lugar con una comida y servicio pésimo). La atención de primera, café refeel y sobre todo puedes llevar a tu mascota en la parte que está al aire libre. En el caso de mis enmoladas, el mole estaba frío, pero al indicarle al mesero este mando a calentarlo, fuera de ahí todo bien."
5,"El mejor lugar en el eh comido en Huatulco , no te puedes perder los molletes de tocino , están deliciosos. Los precios son razonables para la gran cantidad de comida que te sirven."
4,"Este restaurante es de lo mejor que puedes comer en el centro de Huatulco, los desayunos deliciosos, el cafe, el pan frances, las enmoladas riquisimas, las aguas naturales muy bien preparadas, en el horario de comida no sirven tan bien como los almuerzos, no te recomiendo los camarones en salsa de tamarindo, ni el filete de pescado, sirven muy poco a comparacion del costo. El servicio Bien, si las sritas sonrieran de vez en cuando al preguntar tu orden , seria mejor. Es Un buen restaurante. !!Felicitaciones a sus cociner@s, y a su chef!!"
1,"Mal servicio! Pedí mesa para 6 personas y nos hicieron esperar una hr y nos preguntan q si estamos todos en ese momento para q nos den mesa y le dije a la Srita. Mis otros familiares están en la farmacia ya viene para acá me dijo ya ahorita los paso ya está la mesa y después vuelve a salir y dice pasen y al querer entrar me dice no hasta q estén todos juntos y le dije Srita eso no es problema en lo q nos levantan el pedido llegan y me ignoró, llegaron mis familiares y resulta q teníamos q esperar otra vez en lo q acomodaba las mesa y para esto ya casi las 12 del día , uno es consumidor local y anteriormente nunca lo habían hecho después sale un sr q siempre está en la puerta y nos dicen q es política de la empresa, esta bien q estemos morenos pero eso no significa que denigren a personas q siempre han consumido en ese lugar y siempre hemos recomendado ese lugar, lastima por eso ahora cero de calificación cuando sea temporada baja querrán nuestra presencia ahí, así q si sigo diciendo cero calificaciones"
5,"Es un excelente restaurante, tiene variedad de comida típica de la zona y super deliciosa, probé unas enmoladas y unas enfrijolas, super recomendadas, y muy bien servidas (la porción es de buen tamaño) sin duda cuando regrese a Huatulco visitaré nuevamente este restaurante. En cuanto al precio se me hizo barato"
2,"El lugar es muy pikis y caro, sin embargo la comida es muy mala, los platillos que probé no tenían buen sabor, fui por recomendación principalmente del pan francés no puedo decir que estaba rico, tenía buen sabor es todo, para Los amantes del azúcar está muy bien, para mí fue excesiva la cantidad de azúcar que tiene. No regreso , gracias."
4,"Se come muy bien en este lugar, carta limitada, pero todo muy rico, recomendable su tradicional pan francés, los platillos de carne colo arrachera, la tampiqurña y sus mariscos, son muy ricos, la pizza, de lo mejor en la región. El lugar, muy agradable, climatizado y amplio. Buena capacidad para atender a muchos comensales. Tienen una área reservada para grupos no tan grande. Su cava de vinos y licores variada. Los precios son moderados, para su gama y ubicación. No tiene estacionamiento propio y al estar en la zona del ""centro histórico"" es un poco complicado estacionarse cerca. Admiten pago con tarjeta y emiten factura en línea. El servicio es relativamente rápido y, aunque la atención de las y los camareros no es maña, podrían ser más atentos."
5,"La comida es increíble, ¡pide lo que quieras y ten por seguro que estará delicioso! El servicio es excelente y el ambiente es muy lujoso. ¡Recomiendo este lugar sin reservas! ¡Tienes que probar el pastel de zanahoria!"
5,"Indudablemente un ícono de Huatulco. Ellos son los pioneros del pan francés de coco y naranja, y hasta ahora siguen siendo el mejor. Un imperdible si estás por la zona, sólo ten paciencia porque es bastante concurrido pero no tardas en pasar"
3,"Amigos! Hoy después de muchos años fui a desayunar al famosisimo terracota y honestamente creo que le dan mucho prestigio para el verdadero valor de sabor y calidad de los alimentos, o al menos eso percibe mi paladar. Para empezar ir a desayunar ahí en un horario de 9 a 11 en periodo vacacional es un caos, debes ir con mucha paciencia y tolerancia para hacer filas de 40 a 70min. Considero que en estas fechas deberían poner en sus mesas un letrero para que la gente no haga sobremesa. En este caso pedimos el famoso pan francés, es bueno pero no tan exquisito lo importante es que hay desde 1/2 orden. Pedi un omelette norteño y en mi caso llego frío y la verdd comida fría no sabe bien. Unos chilaquiles rojos con pollo perooo honestamente tan lleno y amontonado no es apetitoso. El café sin duda es rico. Los platillos oscilan entre los 100 a los 180 aprox como chilaquiles, enmoladas, enchiladas, omelettes, etc. Las bebidas van desde los 49 hasta los 60 pesos entre jugos (variados), bebidas con leche, y café con refill, muy rico porque es de la región de pluma hidalgo. La ventaja del lugar es que tienen con clima y el calor es nulo dentro de las instalaciones."
4,"Llegué Justo cuando estaban abriendo y nos hicieron esperar un poco en la entrada, la atención de los meseros muy buena, amables y muy rápido, la comida también estuvo muy deliciosa, excelentes porciones vas a quedar muy satisfecho o dejarás un poco ya que si son vastas, hubo un inconveniente por que tuvimos una mosca molestando pero nada grave. Lo recomiendo si quieres tomar un buen desayuno en Huatulco."
5,"Excelente comida y servicio. Recomendadisimo, precios similar o menor a los de un VIPs pero con una calidad de ingredientes y sazón muchísimo mejor. En desayuno recomiendo el plato de frutas y cualquier omelet todos los días escoger algo diferente y siempre saldrán satisfechos. Lo único que recomendaría sería no exagerar o freír de más por qué pareciera por el color que es con aceité quemado, dejaría en termino dorado, observación en tortas de papa y en papas de hamburguesa"
3,"Mi esposa y yo teníamos muchas expectativas puestas en este lugar. Nos lo recomendaron junto con otros lugares de nuestro hotel. Lamentablemente, no fue tan bueno. El lugar en sí es absolutamente increíble por dentro y por fuera, pero la comida estuvo bastante mal. Pedí la Arrachera al punto y estaba bien hecha. Los frijoles estaban secos y parecían haber estado fuera un rato, y el bistec estaba seco y demasiado cocido. Fuimos por la tarde; quizás la comida sea mejor por la noche con un chef diferente, porque solo habíamos oído hablar bien de este lugar, pero nos decepcionó."
4,"Uno de los pocos lugares con aire acondicionado, manteles y servilletas blancas, parece un restaurante de lujo en la ciudad y es encantador. Desafortunadamente, no tuvimos la mejor experiencia las dos últimas veces que estuvimos allí en este viaje reciente. Parecía que se habían olvidado de nuestras comidas y estuvimos esperando mucho tiempo después de que la gente entrara y saliera con las suyas. Sin disculpas ni justificaciones. Apenas nos atendieron y habríamos bebido más si un camarero se hubiera acercado a preguntarnos. El servicio tampoco fue muy amable y empezábamos a preguntarnos qué estaba pasando, ya que los mexicanos que nos rodeaban estaban siendo atendidos con dedicación. Regresamos al día siguiente para intentarlo de nuevo y tuvimos otra experiencia decepcionante: mi comida estaba fría y el pan de ajo estaba incomible, como si hubiera estado en la barra durante días. Intenté explicárselo al camarero, quien simplemente se lo llevó sin cambiarlo por uno nuevo ni ofrecerme ayuda. Tuve que pedir pan cuando casi se me había acabado la comida y me trajeron un par de rebanadas finas cuando ya había terminado. Fue muy decepcionante, sobre todo porque nos había gustado mucho allí anteriormente y lo habíamos recomendado a la gente."
5,"Me encantó el pan francés, una pizza peperoni riquísima, el servicio del personal y la mesera Sonia fantástico, el ambiente de aire acondicionado muy bien y lo rápido del servicio. Los precios acorde a la calidad. Con gusto lo recomiendo y también volvería. Felicidades, continúen así."
2,"El Pan Francés que se supone es muy famoso en este lugar esta muy seco, no parece pan francés. El capuchino chocolate estaba quemado, igual pedimos unas puntas de res y estaban quemadas. La comida en general muy mala y cara en relación al precio y calidad. El lugar agradable, tienen área climatizada y las mesas están tan juntas que se escucha mucho ruido. El servicio moderadamente lento. No recomiendo."
5,"Restaurante encantador y muy popular. Manteles blancos y un servicio excelente y atento. Se puede comer en el porche delantero con ventiladores de techo o en el interior con aire acondicionado. Un menú variado: un menú de desayuno con tostadas francesas rellenas especiales o platos de huevos con presentaciones atractivas, jugos, smoothies y batidos de frutas; cafés. El menú de almuerzo y cena ofrece una variedad de opciones que incluyen pastas, pizzas, sopas y otros platos principales. Las ensaladas son especialmente buenas, varias con queso de cabra e ingredientes interesantes. Se ofrecen dos tamaños de porciones para muchos platos, una opción práctica para quienes buscan relajarse en un espacio atractivo durante un rato, sin sentirse abrumados por las comidas copiosas. Una vitrina ofrece una amplia variedad de postres, incluyendo tarta de queso estilo Nueva York, flan napolitano y tarta de zanahoria, entre otros. Por suerte, durante el desayuno, vimos llegar las tostadas francesas a una mesa cercana y nos dimos cuenta de que necesitábamos compartir una orden, junto con capuchinos y un batido de fresa. Y por último, ¡música instrumental melódica de fondo para cenar, a un volumen adecuado que invita a la conversación! En un mundo lleno de arena y sol, Terra Cotta se convirtió en un oasis confiable."
5,"Me encantó!!! Porciones vastas y muy buen sabor,el precio vale la pena; me gustó mucho la decoración,el mobiliario, ambiente tranquilo, la atención del personal amable,lo recomiendo mucho!!"
5,"Acabamos de llegar a Huatulco y este fue nuestro primer desayuno fuera. Este lugar no nos decepcionó, el servicio fue excelente y la comida deliciosa. 🤤😋💞 Precios muy razonables. 👍 Recomiendo mucho ir temprano si van a desayunar, ya que suele haber mucha gente. Sígannos en YouTube, gracias 🙏❤️"
3,"La comida deja mucho a desear no es mala, pero pedí una pasta con camarón y le faltaba sazón, mi esposa pidió un platillo camarón con spaguetti y estaba pasada de limón la pasta. El servicio es malo, solo el mesero que nos llevó los alimentos fue amable."
5,"Me encantó, muy delicioso. Mi recomendación es cuidar la presentación del platillo, la porción de comida 10 de 10, pero el plato era pequeño y se desbordaba la comida, también utensilios para las salsas (cuchara). A su pan francés es delicioso, pero con canela es mucho mejor (puedes pedir la canela y echarle a tu consideración) Sin duda volveré."
5,"¡El servicio es el mejor que he probado! Son muy amables y acogedores. Los camareros son muy atentos y te ayudan con cualquier cosa que necesites. Recomiendo ampliamente a cualquiera que disfrute de una velada aquí. Si es posible, intenta reservar."
5,"Hemos ido a Terra Cotta varias veces y el servicio siempre es excepcional. Mi plato favorito son sin duda sus camarones al coco. He oído que sus desayunos son increíbles (sobre todo sus tostadas francesas), así que sin duda tendremos que volver para probarlos."
5,"Excelente lugar, vinimos a desayunar. La comida está buenísima, todo lo que probamos estaba en su punto. ¡Excelente servicio, nos atendieron de maravilla!"
5,"El camino para llegar es con muchas curvas y de terracería, hay que tener cuidado. A pesar de eso, es muy recomendable visitar el lugar. Los guías te pueden decir en qué zona está bien para nadar o si es muy profundo. Lleven zapatos de nadar para evitar resbalarse o lastimarse los pies. El agua es helada! Pero después de aclimatarse no es un problema."
5,"En el street view aparece aún sin pavimentar la mayor parte del camino de Huatulco a las cascadas sin embargo ya se encuentra pavimentado prácticamente todo el camino. Solo son los últimos 5 km los que no están pavimentados y vas por una vereda que sin problemas puedes transitar con cualquier tipo de vehículo eso sí hay unos tramos angostos en los q si te encuentras otro auto puede que batalles al pasar. Las cascadas son hermosas, el agua es fría pero te aclimatas rápido. La entrada cuesta 100 pesos por persona. Hay baños y te rentan chalecos por si no llevas. Yo no veo la necesidad de un guía la vereda te lleva por si sola. No puedes acceder con comida ni bebidas ( lamentablemente muchos no respetan ). En definitiva recomiendo ampliamente la visita a las cascadas. Es una visita imperdible si vas a Huatulco. No olvides cuidarlas y llevarte tu basura. Saludos."
5,"Un super lugar!! No es muy fácil llegar y si, debes llevar gasolina suficiente, los autos si entran pero no es tan fácil, sobre todo no es bueno para gente que no tiene mucha experiencia al volante. Vale mucho la pena!! La entrada nos costó 100 por persona a la primer cascada. Muy bonito."
5,"El lugar esta muy bonito, vale la pena ir con la familia, amigos o en pareja, tener en cuenta que debes llevar un buen carro hay una partr de terraceria muy fea, segun te cobran $100 por disque mantenimiento del camino y es una desilucion total, pero las casacadas compenzan el mal sabor del camino de terraceria, lleva alimentos hay lugares donde uno puede sentarse y disfrutar con la familia para comer, lleva ropa para nadar, y muchas ganas de divertirte y asombrarte, Oaxaca no le pide nada a las cascadas de chiapas, pero igual vale la pena conocer"
4,"Bonito lugar, de dificil acceso al final, todo el camino súper bien; sólo que después de conocer las cascadas de Cuetzalan, estás se quedan un poco cortas, no son malas ni feas, solo que es un recorrido pequeño, el agua muy fría para que lo consideren, no es súper necesario un guía pero pueden ocuparlo."
5,"De Huatulco está a 1.20 HRS aprox. Recomendaciones: repelente, insumos mínimo agua, buen calzado acuático, no te desesperes esta algo retirado pero vale la pena. CONDUCE CON MUCHA PRECAUCIÓN, la carretera está angosta y sinuosa. El 80% está pavimentada y en buen estado, pero la parte que no, no es muy apta para vehículo bajito. Llega hasta lo último de las cascadas, vale la pena. Tener cuidado con los niños, sí hay buenos lugares para ellos. La ruta de cascadas y rápidos se hace en una hr o más según tu paso. Ve disfrutando. No subí con mi cámara hasta el final por eso no tengo fotos bonitas, pero hay una cueva en la que puedes entrar y salir más arriba. Parte del camino es algo extremo. Yo llegué sin guía."
5,"Lugar hermoso y casi virgen. Te recomiendo tomar un guía local (normalmente están ofreciendo sus servicios en la entrada para el pueblo que lleva a las cascadas, cerca de la carretera principal). Te guían al lugar en su moto y te muestran 2 cascadas extras. Siempre te acompañan. Lleva efectivo y todo lo que necesitas (agua, comida). La entrada a la cascada es de $100 por persona. Trabajan por propina, yo decidí darle $500. Lleva tu auto en perfectas condiciones y con gasolina suficiente, ya que el camino es terracería en unas partes. Además que va en subida dentro de las montañas. Lleva ropa para nadar y salvavidas si no sabes nadar. Incluso si sabes, la corriente es fuerte. Recuerda llevarte toda tu basura y residuos."
5,"Un paraíso terrenal. Con un guía local, podrás disfrutar nadando en todas las piscinas. El agua es limpia y tiene la temperatura ideal. El trayecto en coche es un poco largo, pero sin duda merece la pena. Tómate al menos medio día y visita temprano (o tarde) para evitar las multitudes. Hay un restaurante en el lugar."
5,"Muy bonito , solo que esta muy lejos , literal subir un cerrote, tiene que anticipar tu salida de 4 horas para llegar aqui si estas en huatulco o pochutla, ya que estas en la zona de restaurantes para subir esta cerca son como 10 minutos caminando a lo largo del camino hay varias cascadas , puedes llevar comida o bebidas , solo que hasta la principal cascada no puedes subir nada solo antes de , y desafortunadamente no aceptan mascotas ."
4,Maravilloso lugar para encontrarse con la naturaleza. Es un sitio mágico lleno de emociones y extraordinarias experiencias. Se recomienda adquirir un recorrido guiado ya que el lugar es un poco difícil de llegar por cuenta propia.
5,"El guía turístico conocía muy bien la zona y dio instrucciones bilingües. No me sentí presionado en absoluto. La comida no estaba incluida, pero fue excelente. Las chicas que prepararon la comida también fueron amables. Volvería a hacer este tour."
5,"¡Este lugar es absolutamente impresionante! Agua increíblemente pura, tan potente y tranquila. Lo único que no es genial es que está a una carretera de Oaxaca y la gente que trabaja allí no habla nada de inglés, así que es realmente complicado en las partes."
5,"Un lugar mágico, sin duda, y lo pasamos genial. Fue como un pequeño parque acuático. Un entorno espectacular y unas fotos increíbles para compartir. ¡Menos mal que llegamos temprano, antes de que se llenara de gente! ¡Tuvimos el lugar para nosotros solos durante 30 minutos antes de que empezara a llegar la gente! ¡Sin duda lo combinaría con Cascada Las Brisas!"
5,"Debes de caminar entre 10-15 min para conocer todas las cascadas, están hermosas cada una de ellas. La entrada nos costó creo que 100 pesos por persona, al inicio hay gente vendiendo chatarra y también hay un bufette( no lo probé)."
5,"Un lugar ideal para un paseo corto junto al río, con numerosas cascadas pequeñas y zonas para nadar. El agua es refrescante y cristalina. El camino está en buen estado, con algunos tramos de tierra. Se puede conducir cualquier coche normal, si se tiene buen manejo de los caminos de tierra."
4,"Las cascadas son un lugar muy bonito y la experiencia en general fue muy buena. Es un sitio popular y durante el día puede haber mucha gente, por lo que el ambiente cambia bastante. Quedarnos a acampar fue lo mejor de la experiencia. Dormir ahí permite disfrutar las cascadas temprano y sin gente, con el sonido del río durante la noche, lo que ayuda a conectar realmente con la naturaleza. Si no planeas quedarte a dormir, recomendamos ir muy temprano para poder disfrutar el espacio con más tranquilidad. El lugar tiene detalles sencillos pero lindos, como sogas colgadas en los árboles o un columpio que le dan un toque especial y algo de magia al entorno. Como recomendación, sería ideal retirar las redes de vóley, ya que rompe un poco la atmósfera natural del lugar. La entrada a las cascadas es de 100 pesos por persona y el pernocte también cuesta 100 pesos por persona, precios accesibles considerando la experiencia. Los puntos a mejorar: En ocasiones los inodoros del baño no tenían agua y el acceso cuesta 10 pesos. A pesar de haber carteles, en los sectores de descanso al lado del camino hay un poco de basura o tapas de cervezas enterradas en el piso"
5,"Una experiencia muy bonita las cascadas increíbles y relajantes, si vas por cuenta propia recomiendo llevar algo de comer o para botanear ya que a veces no hay vendedores. El día que fuimos fue un fin y encontramos a una persona vendiendo fruta. Una experiencia increíble"
